tsne_1,tsne_2,label,name,type
6.7706847,3.077569,0,FC(F)(F)C(F)(F)C(F)(F)OC1CCOC1,main
7.1688275,3.8101816,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC1COCO1,main
2.0440466,5.372712,6,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,main
0.9491949,5.7125926,6,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,main
7.7181826,3.924772,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC1CCO1,main
6.5727463,2.365386,0,FC(F)(F)C(F)(F)OC1CCO1,main
13.067564,0.7291148,4,FC(F)(F)C(CC(C(F)(F)F)C(F)(F)F)C(F)(F)F,main
1.9033798,6.5185227,6,COC(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,main
0.5976056,5.213579,6,COC(F)(F)C(F)(F)C(F)(F)F,main
6.3037057,2.9027753,0,FC(F)(F)C(F)(F)OC1COCO1,main
4.7961164,3.034281,0,CC1CC(OC(F)(F)C(F)(F)F)O1,main
0.48864144,2.7392812,6,CC(C)(C)OCC(F)(F)F,main
0.4257775,2.6952505,6,CC(C)OCC(F)(F)F,main
11.705027,-2.6518383,4,CCC(F)(F)CC(F)(F)F,main
-0.21665117,4.8609953,6,COC(F)(F)OC(F)(F)OC(F)(F)F,main
13.5599575,-2.5528104,4,FC(F)(F)C1CCC1,main
13.672097,1.1269927,4,CC(CC(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,main
0.9444869,0.7081922,5,CO[Si](C)(OC)OC,main
-20.12317,-5.8489733,3,FC(F)(F)C(F)(F)C(F)(F)c1ccc2c(c1)Cc1ccccc1-2,main
-19.171637,-4.8722963,3,FC(F)(F)c1cccc(-c2cccc(C(F)(F)F)c2)c1,main
-15.852497,-2.258965,3,CC(C)c1cc(C(F)(F)F)ccc1C(F)(F)F,main
-16.571617,-8.980734,3,FC(F)(F)c1ccc(C2CCCCC2)cc1,main
-19.49719,-6.4709086,3,Fc1cccc2cc(C(F)(C(F)(F)F)C(F)(F)F)ccc12,main
-18.82225,-5.5031624,3,FC(F)(F)C(F)(F)c1ccc2ccccc2c1,main
-20.124578,-6.7933226,3,FC(F)(F)C(c1ccc(-c2ccccc2)cc1)(C(F)(F)F)C(F)(F)F,main
-17.644997,-6.8057847,3,Fc1cc(C(F)(F)F)cc(C(F)(F)F)c1F,main
-19.398718,-5.661157,3,Fc1ccc(-c2ccc(C(F)(F)C(F)(F)F)cc2)cc1,main
-18.461784,-4.2377567,3,FC(F)(F)c1ccc(-c2ccccc2)cc1,main
-19.908558,-5.94402,3,FC(F)(F)C(F)(F)C(F)(F)c1ccc(-c2ccccc2)cc1,main
2.9072328,6.855527,6,CCOC(F)(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,main
9.911792,6.435348,0,FC(F)(F)C1(F)OC1(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,main
10.064271,7.2449083,0,FC(F)(F)C(F)(OC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C(F)(F)F,main
10.884651,8.1341715,0,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C1(F)OC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,main
-5.710955,-3.2895954,1,FC(F)COc1cccc(C(F)(F)F)c1,main
-9.704976,-4.9814396,1,Fc1ccc(C2CO2)cc1F,main
-6.632543,-2.4312048,1,FC(F)(F)c1ccc(C2CO2)cc1,main
-14.749798,-2.376288,3,Cc1cccc(F)c1C(F)(F)F,main
-14.725331,-1.961188,3,Cc1ccc(C(F)(F)F)cc1F,main
-9.324037,-0.4025053,1,COCc1c(F)c(F)cc(F)c1F,main
3.4950876,5.5493054,6,CO[Si](C)(C)O[Si](C)(O[Si](C)(C)C)C(F)(F)C(F)(F)C(F)(F)F,main
12.591286,-0.45236105,4,FC(F)(F)C(F)(F)SCCI,main
-16.397,-6.38016,3,Fc1cc(F)c(C(F)(F)F)c(F)c1,main
-9.191685,-0.31769606,1,COC(OC)c1ccc(F)c(F)c1F,main
13.27383,-2.3238072,4,FC(F)(F)C1SCCS1,main
-0.086213335,2.4153078,6,COCCOCC(F)(F)F,main
-0.74150294,1.9050809,6,COCCOCC(F)F,main
13.035138,9.786462,2,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,main
-7.431162,-4.3258457,1,FC(F)COc1ccccc1,main
-5.791143,-3.5845454,1,FCCOc1ccc(C(F)(F)F)cc1,main
-8.303546,-5.013513,1,FCCOc1ccc(F)cc1F,main
-8.20932,-4.847406,1,FCCOc1c(F)cccc1F,main
4.366209,4.0766635,0,C[Si]1(C)OC(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,main
-7.4446955,-4.2916126,1,Fc1cccc(OCC(F)F)c1,main
9.014382,0.59151727,4,FCOCC(F)(F)F,main
-14.794209,-2.362239,3,Cc1ccc(F)cc1C(F)(F)F,main
-6.631801,-2.4302042,1,FC(F)(F)c1cccc(C2CO2)c1,main
11.833587,4.424323,0,FC(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F,main
13.682317,8.9646845,2,CCO[Si](OCC)(OCC)O[Si](CC)(CC(F)(F)C(F)(F)C(F)(F)F)O[Si](CC)(CC)CC,main
6.730012,2.9329646,0,FC(F)(F)C(F)(F)C(F)(F)OCC1CO1,main
11.839949,8.44113,2,FC(F)(F)[Si]1(C(F)(F)F)O[Si](C(F)(F)F)(C(F)(F)F)O[Si](C(F)(F)F)(C(F)(F)F)O1,main
12.163548,8.621725,2,FC(F)(F)[Si]1(C(F)(F)F)O[Si](C(F)(F)F)(C(F)(F)F)O[Si](C(F)(F)F)(C(F)(F)F)O[Si](C(F)(F)F)(C(F)(F)F)O1,main
-5.9232526,0.22219665,1,COCc1ccc(C(F)(F)F)cc1,main
12.679292,0.4853887,4,FC(F)(F)C(F)(F)SC(F)(F)C(F)(F)F,main
-14.85061,-2.3948057,3,Cc1ccc(C(F)(F)F)c(F)c1,main
-5.8778334,0.20317388,1,COCc1ccc(C(F)(F)F)c(F)c1,main
10.444014,3.0743055,0,FC(F)C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,main
12.285992,5.938621,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,main
5.803455,1.9884055,0,O=C1CC(C(F)(F)F)(C(F)(F)F)O1,main
-5.9256196,-3.166313,1,FC(F)(F)COc1ccccc1,main
3.0568774,-0.826268,5,C[Si]1(C)O[Si](C)(C)O[Si]2(O1)O[Si](C)(C)O[Si](C)(C)O2,main
-5.256121,-2.7723222,1,FC(F)(F)COc1ccc(C(F)(F)F)cc1C(F)(F)F,main
6.148937,4.241355,0,O=C1OCC(COCC(F)(F)C(F)(F)C(F)(F)F)O1,main
2.3429763,5.824848,6,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,main
-5.694713,0.26544756,1,COCc1ccc(C(F)(F)F)cc1C,main
-8.073384,-5.249669,1,FCCOc1ccc(F)c(F)c1,main
-8.326658,-5.0560055,1,FCCOc1cc(F)ccc1F,main
-7.391579,-4.2702513,1,Fc1cc(F)cc(OCC(F)F)c1,main
1.986048,5.1046624,6,CCOC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,main
9.208252,0.5140087,4,FC(F)OCC(F)(F)F,main
1.6468958,-2.381903,5,C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[SiH](C)C,main
6.1108932,4.2100635,0,O=C1OCC(COCC(F)(F)C(F)C(F)(F)F)O1,main
8.833606,2.8184729,0,FC(C(F)(F)F)C(F)(F)OCCOCC(F)(F)F,main
9.591274,2.5128703,0,FC(OC(F)(F)F)C(F)(F)OCC(F)(F)F,main
-5.9321294,0.23752888,1,COCc1ccccc1C(F)(F)F,main
2.1061594,4.2953115,6,CCC[Si](OCC)(C(F)(F)F)C(F)(F)F,main
9.30248,3.680613,0,O=C(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,main
-9.688471,-4.905881,1,Fc1cc(C2CO2)cc(F)c1F,main
-17.954123,-4.071242,3,FC(F)(F)c1cccc2ccccc12,main
1.6197389,2.0952482,6,C[Si](C)(C)O[Si](C)(CCC(F)(F)F)O[Si](C)(C)C,main
9.554877,2.7853699,0,FC(F)(F)C(F)(F)OCCOC(F)(F)C(F)(F)F,main
-9.328134,-0.40437758,1,COCc1ccc(C)c(F)c1F,main
12.508205,0.104605824,4,FC(F)(F)SCCSC(F)(F)C(F)(F)F,main
2.9278002,6.8013306,6,CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,main
10.544038,2.7534275,0,FCOC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,main
-16.60126,-7.3180904,3,FC(F)(F)C(F)(F)c1ccccc1,main
2.159878,4.7787385,6,CCCOC(C(F)F)(C(F)(F)F)C(F)(F)F,main
-12.6914215,-6.8362007,3,Fc1cccc2c(F)cccc12,main
7.000581,1.739341,0,FC(F)(F)C1(C(F)(F)F)CO1,main
-18.398243,-7.245161,3,Fc1c(F)c(C(F)(F)F)c(F)c(C(F)(F)F)c1F,main
-12.65506,-6.8227,3,Fc1cccc2ccccc12,main
-15.99304,-5.715028,3,Fc1ccc(C(F)(F)F)cc1F,main
9.0511055,6.6765084,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,main
7.014112,1.8117332,0,FC(F)(F)C1(C(F)(F)F)CCO1,main
-17.121397,-6.800858,3,Fc1cc(C(F)(F)F)cc(C(F)(F)F)c1,main
11.806126,4.0901394,0,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,main
6.6125674,1.1482202,0,FC(F)(F)C1CO1,main
-5.918965,0.22403094,1,COCc1cccc(C(F)(F)F)c1,main
-16.00693,-5.089203,3,Fc1ccccc1C(F)(F)F,main
-16.386467,-5.521952,3,Fc1ccc(F)c(C(F)(F)F)c1,main
10.040812,7.903101,0,FC(F)(F)C(F)(F)C(F)(F)OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C1(F)F,main
10.574105,8.0935135,0,FC(F)(F)C(F)(F)C(F)(F)OC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C1(F)F,main
-15.326053,-1.9603642,3,Cc1cccc(C(F)(F)F)c1,main
-15.596274,-5.513183,3,Fc1cccc(C(F)(F)F)c1,main
-15.746693,-6.214169,3,Fc1cc(F)cc(C(F)(F)F)c1,main
-15.437434,-5.731829,3,Fc1ccc(C(F)(F)F)cc1,main
9.614472,6.889404,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(C(F)(F)F)OC(F)(F)C(F)(F)C1(F)F,main
8.560431,6.3560634,0,FC(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,main
-16.174623,-7.4828243,3,FC(F)(F)c1ccc(C(F)(F)F)cc1,main
-17.36118,-6.321201,3,Fc1c(F)c(F)c(C(F)(F)F)c(F)c1F,main
-0.19683,2.957724,6,COCC(F)(F)F,main
0.36872572,2.8827918,6,CCOCC(F)(F)F,main
-0.97689396,2.1111307,6,COCC(F)F,main
-17.774967,-7.789172,3,FC(F)(F)c1ccc(C(F)(F)C(F)(F)F)cc1,main
9.998229,2.1302905,4,FC(F)C(F)(F)OCC(F)(F)C(F)(F)F,main
11.418672,-3.0902987,4,CSCC(F)(F)F,main
11.488872,-2.872428,4,CCSCC(F)(F)F,main
4.431034,3.6854396,0,C[Si]1(C(F)(F)F)O[Si](C)(C(F)(F)F)O[Si](C)(C(F)(F)F)O1,main
-17.085608,-6.1321826,3,Fc1cc(F)c(C(F)(F)F)c(F)c1F,main
2.1354818,-1.4546428,5,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,main
1.5651062,-2.2505722,5,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,main
-3.2807565,-1.9508406,2,c1ccc([Si]2(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)O2)cc1,main
11.831251,3.6550224,0,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,main
2.0260828,-2.2072399,5,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,main
-17.655739,-4.8689976,3,Fc1cccc2c(C(F)(F)F)cccc12,main
-17.618315,-4.9403653,3,Fc1cc(C(F)(F)F)c2ccccc2c1,main
-17.286053,-4.5723305,3,Fc1ccc2c(C(F)(F)F)cccc2c1,main
-17.300669,-4.603624,3,Fc1ccc2cccc(C(F)(F)F)c2c1,main
-17.65352,-4.870979,3,Fc1ccc(C(F)(F)F)c2ccccc12,main
6.7475004,1.2544141,0,FC(F)C1(C(F)(F)F)CO1,main
-18.074162,-6.7940793,3,FC(c1cccc(C(F)(F)F)c1)C(F)(F)F,main
7.8492556,6.626726,0,FC(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)C(F)(F)F,main
-15.322892,-1.9298275,3,Cc1ccc(C(F)(F)F)cc1,main
-20.53589,-6.4550977,3,Fc1c(F)c(F)c(-c2c(F)c(F)c(F)c(C(F)(F)F)c2F)c(F)c1F,main
-16.438673,-5.4237547,3,Fc1cccc(C(F)(F)F)c1F,main
-15.872581,-6.3303537,3,Fc1cccc(F)c1C(F)(F)F,main
-16.38983,-5.261378,3,Fc1ccc(C(F)(F)F)c(F)c1,main
-8.179086,-5.22753,1,FCCOc1ccccc1F,main
-8.346863,-5.5185633,1,FCCOc1cccc(F)c1,main
-8.349981,-5.5371275,1,FCCOc1ccc(F)cc1,main
-9.179788,-0.35636055,1,COCc1c(F)c(F)c(F)c(F)c1F,main
1.1732078,5.415827,6,COC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,main
12.065754,5.5519032,0,FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,main
11.848237,-0.64581,4,FC(F)C(F)SC(F)(F)C(F)F,main
11.5454,-1.3863225,4,FC(F)(F)CSCC(F)(F)F,main
8.329117,6.7536836,0,FC(F)(F)C(F)(F)[C@@]1(F)C(F)(F)O[C@@](F)(C(F)(F)F)C1(F)F,main
9.804639,7.492593,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[C@@]1(F)C(F)(F)O[C@@](F)(C(F)(F)C(F)(F)F)C1(F)F,main
-6.4755144,-2.6328583,1,FC(F)(F)COCc1ccccc1,main
11.787918,0.32990554,4,FC(C(F)(F)F)C(F)(F)SCC(F)(F)F,main
11.788095,3.321209,0,FC(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,main
11.7563095,-0.3683275,4,FC(F)C(F)SC(F)(F)F,main
7.8350434,6.611096,0,FC(F)(F)C1(F)OC(F)(F)C(F)(C(F)(F)F)C1(F)F,main
12.177932,-0.28541085,4,FC(F)C(F)(F)SC(F)(F)F,main
12.101386,-0.573096,4,FC(F)C(F)(F)SC(F)(F)C(F)F,main
1.6180431,2.0936303,6,C[Si](C)(CCC(F)(F)F)O[Si](C)(C)CCC(F)(F)F,main
0.77062875,4.6544433,6,COC(C)(C(F)(F)F)C(F)(F)F,main
9.035165,0.031843524,4,FC(F)COCC(F)F,main
7.8950047,1.8543465,0,FC(F)(F)C1(C(F)(F)F)OC1(F)F,main
14.536327,-1.7487026,4,FC1(F)SC(F)(F)C(F)(F)SC1(F)F,main
9.099814,5.9033117,0,FC(F)(F)C(C1OC(F)(F)C(F)(F)C1(F)F)(C(F)(F)F)C(F)(F)F,main
13.0570755,9.625113,2,C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,main
-17.730816,-8.369526,3,FC(F)(F)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,main
-4.241036,-0.92882574,1,CC(C)[Si](OCc1ccoc1C(F)(F)F)(C(C)C)C(C)C,main
8.572253,7.9643135,0,FC(F)(F)C(F)(F)C1(F)C(F)(F)OC2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F,main
-5.5882854,0.402129,1,COC(OC)c1ccc(C(F)(F)F)cc1,main
-9.786942,-4.9189453,1,Fc1ccc(C2OCCO2)cc1F,main
-9.789619,-4.8923917,1,Fc1cc(C2OCCO2)cc(F)c1F,main
-15.941703,-8.390177,3,FC(F)(F)CSCc1ccccc1,main
8.159233,5.1839614,0,FC(F)(F)C(F)(F)C1(F)OC1(C(F)(F)F)C(F)(F)F,main
-18.992252,-7.8901634,3,Fc1c(C(F)(F)F)c(F)c(C(F)(F)F)c(F)c1C(F)(F)F,main
-16.30311,-6.2552547,3,Fc1cc(C(F)(F)F)cc(F)c1F,main
-14.734841,-1.9919282,3,Cc1cc(F)ccc1C(F)(F)F,main
12.409983,5.7506595,0,FC(F)(F)C(F)(OC(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,main
-0.20297687,2.5626981,6,COCOCC(F)(F)F,main
-0.14773144,2.3070343,6,COC(CSCC(F)(F)F)OC,main
10.934983,2.8761773,0,FC(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,main
-9.352407,-0.42179167,1,COCc1cccc(F)c1F,main
12.533183,6.1708527,0,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,main
12.6118555,6.1544933,0,FC(F)(F)C(F)(F)C(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,main
-5.6161027,-2.9497626,1,FC(F)(F)COc1ccc(C(F)(F)F)cc1,main
7.818801,7.7348223,0,FC(F)(F)OC1(F)OC2(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,main
8.828745,7.5683994,0,FC(F)(F)C1(F)C(F)(F)OC2(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C1(F)F,main
-5.52933,-0.20834938,1,CSCOCc1cccc(C(F)(F)F)c1,main
9.295168,7.8612356,0,FC(F)(F)C(F)(F)C1(F)C(F)(F)OC2(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C1(F)F,main
-14.643795,-2.0535328,3,Cc1c(F)cccc1C(F)(F)F,main
9.062718,8.180931,0,FC(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)OC2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F,main
12.800177,7.010737,0,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,main
12.747624,6.708953,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,main
12.811071,7.0690746,0,FC(F)(F)C(F)(F)OC(F)(F)C(OC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,main
10.465871,7.3984075,0,FC(F)(F)C(OC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)(C(F)(F)F)C(F)(F)F,main
1.0572808,5.1118746,6,COC(C(F)F)(C(F)(F)F)C(F)(F)F,main
10.319315,6.1523623,0,FC(F)(F)C(=C1C(F)(C(F)(F)F)OCCOC1(C(F)(F)F)C(F)(F)F)C(F)(F)F,main
8.159892,5.968116,0,FC(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C1(F)F,main
11.953326,5.0192213,0,FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F,main
-15.456111,-4.705469,3,FC(F)(F)c1ccccc1,main
8.090773,5.5434384,0,FC(F)(F)C1(F)OC(C(F)(F)F)(C(F)(F)F)C1(F)F,main
7.5619216,4.1761203,0,FC(F)(F)C(F)(CC1OCCO1)OC(F)(F)C(F)(F)C(F)(F)F,main
7.307857,2.1767187,0,FC(F)(F)C1(C(F)(F)F)OCC1(F)F,main
13.223639,9.396657,2,CCCCC(F)C(F)(F)[Si](OC(O[Si](C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)CCCC)[SiH2]CC[Si](C)(C)Cl)(C(F)(F)F)C(F)(F)F,main
-19.664215,-3.9681375,3,FC(F)(F)c1ccc2ccc3cccc4ccc1c2c34,main
-16.809645,-5.864922,3,Fc1cc(F)c(F)c(C(F)(F)F)c1,main
-16.757156,-6.0345993,3,Fc1ccc(F)c(C(F)(F)F)c1F,main
-5.869932,-3.3697858,1,Fc1ccc(OCC(F)(F)F)cc1,main
-18.675785,-4.9867997,3,FC(F)(F)c1ccc(C(F)(F)F)c2ccccc12,main
1.9219558,-1.0299317,5,CC[Si]1(CC)O[Si](CC)(CC)O[Si](CC)(CC)O[Si](CC)(CC)O1,main
-19.100435,-4.1341,3,FC(F)(F)c1c2ccccc2cc2ccccc12,main
-16.896433,-6.9931827,3,Fc1ccc(C(F)(F)C(F)(F)F)cc1,main
-4.7601376,-1.0473957,1,C[Si](C)(C)C(F)(F)C(F)(F)Oc1cccc(C(F)(F)F)c1,main
13.761282,-1.9197321,4,FC1(F)CCC(C(F)(F)F)CC1,main
-19.618233,-8.73585,3,FC(F)(F)c1c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,main
-13.217134,-7.0068016,3,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,main
14.307615,-3.3015418,4,FC1(F)CCCCC1,main
14.460186,-3.64963,4,FC1CCCCC1,main
-13.160915,-6.8702283,3,Fc1c(F)c(F)c(F)c(F)c1F,main
14.0505705,-2.0199819,4,FC(F)(F)C1CCC(C(F)(F)F)CC1,main
-12.615738,-6.771366,3,Fc1ccc(F)cc1,main
-12.867717,-6.885633,3,Fc1cc2cc(F)c(F)cc2cc1F,main
14.5301075,-1.9301354,4,FC1(F)C(F)(F)C(F)(F)C1(F)F,main
10.023911,-1.766602,4,FC1C(F)C(F)(F)C(F)(F)C1(F)F,main
